序號,答案
20240526150007,100.67
20240526151007,103.05
20240526152007,95.0
20240526153007,74.34
20240526154007,60.66
20240526155007,58.49
20240526160007,56.8
20240526161007,60.02
20240526162007,43.24
20240526163007,27.42
20240526164007,21.07
20240526165007,21.24
20240612090007,1006.1
20240612091007,770.54
20240612092007,617.78
20240612093007,661.05
20240612094007,845.27
20240612095007,426.2
20240612100007,909.35
20240612101007,373.68
20240612102007,492.9
20240612103007,269.48
20240612104007,309.9
20240612105007,544.71
20240612110007,747.13
20240612111007,914.53
20240612112007,1028.69
20240612113007,704.66
20240612114007,625.1
20240612115007,570.59
20240612120007,698.02
20240612121007,913.58
20240612122007,739.8
20240612123007,610.13
20240612124007,1040.13
20240612125007,1292.27
20240612130007,1246.89
20240612131007,657.85
20240612132007,313.27
20240612133007,259.25
20240612134007,292.04
20240612135007,195.85
20240612140007,96.59
20240612141007,146.42
20240612142007,249.74
20240612143007,263.73
20240612144007,141.46
20240612145007,102.18
20240612150007,89.19
20240612151007,67.56
20240612152007,69.84
20240612153007,70.05
20240612154007,60.28
20240612155007,67.92
20240612160007,70.82
20240612161007,83.28
20240612162007,45.99
20240612163007,40.45
20240612164007,21.46
20240612165007,26.83
20240615090007,1138.53
20240615091007,1348.12
20240615092007,1346.75
20240615093007,1464.75
20240615094007,1527.3
20240615095007,1374.21
20240615100007,1250.03
20240615101007,1284.43
20240615102007,1298.07
20240615103007,1386.89
20240615104007,1035.91
20240615105007,1397.79
20240615110007,1511.48
20240615111007,1400.16
20240615112007,1347.49
20240615113007,1483.36
20240615114007,1661.24
20240615115007,1721.98
20240615120007,1740.94
20240615121007,1713.14
20240615122007,1654.76
20240615123007,1605.39
20240615124007,1399.76
20240615125007,1429.81
20240615130007,1438.48
20240615131007,1351.81
20240615132007,1140.17
20240615133007,752.18
20240615134007,1075.61
20240615135007,946.41
20240615140007,605.64
20240615141007,751.0
20240615142007,640.21
20240615143007,475.36
20240615144007,407.79
20240615145007,345.55
20240615150007,364.16
20240615151007,337.47
20240615152007,263.07
20240615153007,223.61
20240615154007,176.69
20240615155007,154.18
20240615160007,127.3
20240615161007,104.06
20240615162007,92.43
20240615163007,57.72
20240615164007,82.0
20240615165007,22.5
20240717090007,1269.06
20240717091007,1315.26
20240717092007,1427.75
20240717093007,1481.85
20240717094007,1513.08
20240717095007,1560.2
20240717100007,1596.0
20240717101007,1618.97
20240717102007,1645.01
20240717103007,1548.78
20240717104007,1517.42
20240717105007,1584.73
20240717110007,1701.71
20240717111007,1646.52
20240717112007,1592.66
20240717113007,1695.43
20240717114007,1683.26
20240717115007,1675.34
20240717120007,1661.36
20240717121007,1644.74
20240717122007,1617.78
20240717123007,1584.99
20240717124007,1541.96
20240717125007,1487.65
20240717130007,1447.84
20240717131007,1395.21
20240717132007,1306.09
20240717133007,1248.73
20240717134007,1179.57
20240717135007,1118.51
20240717140007,1023.41
20240717141007,982.06
20240717142007,879.9
20240717143007,725.81
20240717144007,712.9
20240717145007,636.22
20240717150007,218.45
20240717151007,209.57
20240717152007,485.9
20240717153007,326.04
20240717154007,74.63
20240717155007,73.86
20240717160007,71.92
20240717161007,23.42
20240717162007,36.48
20240717163007,18.17
20240717164007,9.19
20240717165007,7.02
20240124090008,3.84
20240124091008,3.15
20240124092008,3.12
20240124093008,2.71
20240124094008,3.24
20240124095008,4.44
20240124100008,3.92
20240124101008,3.09
20240124102008,3.19
20240124103008,3.49
20240124104008,4.68
20240124105008,3.29
20240124110008,3.18
20240124111008,7.13
20240124112008,6.63
20240124113008,7.16
20240124114008,9.14
20240124115008,17.79
20240124120008,24.03
20240124121008,27.4
20240124122008,39.75
20240124123008,35.85
20240124124008,31.5
20240124125008,22.16
20240124130008,12.94
20240124131008,9.71
20240124132008,8.63
20240124133008,7.92
20240124134008,8.59
20240124135008,6.21
20240124140008,2.82
20240124141008,2.89
20240124142008,2.39
20240124143008,1.73
20240124144008,2.06
20240124145008,1.29
20240124150008,1.69
20240124151008,1.21
20240124152008,0.78
20240124153008,0.91
20240124154008,0.71
20240124155008,0.31
20240124160008,0.11
20240124161008,0
20240124162008,0
20240124163008,0
20240124164008,0.43
20240124165008,0
20240128090008,2.17
20240128091008,2.62
20240128092008,3.55
20240128093008,4.0
20240128094008,5.95
20240128095008,6.79
20240128100008,5.23
20240128101008,3.92
20240128102008,4.49
20240128103008,5.09
20240128104008,6.31
20240128105008,5.62
20240128110008,8.46
20240128111008,14.0
20240128112008,16.6
20240128113008,12.07
20240128114008,9.88
20240128115008,9.48
20240128120008,18.6
20240128121008,21.89
20240128122008,20.38
20240128123008,26.9
20240128124008,15.63
20240128125008,11.04
20240128130008,7.46
20240128131008,5.99
20240128132008,6.16
20240128133008,4.92
20240128134008,5.15
20240128135008,4.54
20240128140008,2.29
20240128141008,2.45
20240128142008,1.06
20240128143008,1.85
20240128144008,2.35
20240128145008,1.23
20240128150008,1.76
20240128151008,1.4
20240128152008,1.84
20240128153008,1.39
20240128154008,1.53
20240128155008,1.05
20240128160008,0.8
20240128161008,0.36
20240128162008,0.67
20240128163008,0.29
20240128164008,0.24
20240128165008,0
20240204090008,6.35
20240204091008,18.97
20240204092008,9.1
20240204093008,4.09
20240204094008,0
20240204095008,0
20240204100008,0
20240204101008,3.8
20240204102008,0
20240204103008,200.35
20240204104008,69.03
20240204105008,142.59
20240204110008,138.91
20240204111008,211.42
20240204112008,154.5
20240204113008,198.03
20240204114008,394.24
20240204115008,331.36
20240204120008,385.39
20240204121008,270.18
20240204122008,586.67
20240204123008,287.02
20240204124008,439.9
20240204125008,169.0
20240204130008,212.94
20240204131008,161.96
20240204132008,111.96
20240204133008,80.58
20240204134008,29.34
20240204135008,42.08
20240204140008,19.31
20240204141008,5.77
20240204142008,7.17
20240204143008,0
20240204144008,2.09
20240204145008,4.58
20240204150008,6.75
20240204151008,6.47
20240204152008,3.96
20240204153008,4.26
20240204154008,4.96
20240204155008,5.41
20240204160008,2.99
20240204161008,1.65
20240204162008,0.96
20240204163008,0.99
20240204164008,0.67
20240204165008,0
20240218090008,73.61
20240218091008,348.48
20240218092008,120.66
20240218093008,65.05
20240218094008,25.05
20240218095008,118.52
20240218100008,104.01
20240218101008,39.13
20240218102008,24.44
20240218103008,2.87
20240218104008,29.08
20240218105008,208.05
20240218110008,1528.84
20240218111008,1609.94
20240218112008,1847.51
20240218113008,1734.4
20240218114008,1567.8
20240218115008,1236.7
20240218120008,1312.06
20240218121008,972.68
20240218122008,928.06
20240218123008,1251.29
20240218124008,964.52
20240218125008,564.02
20240218130008,709.6
20240218131008,591.74
20240218132008,158.44
20240218133008,2.99
20240218134008,9.13
20240218135008,4.9
20240218140008,0
20240218141008,0
20240218142008,9.39
20240218143008,5.0
20240218144008,4.25
20240218145008,10.1
20240218150008,12.49
20240218151008,13.86
20240218152008,8.04
20240218153008,8.43
20240218154008,8.04
20240218155008,4.63
20240218160008,3.82
20240218161008,2.41
20240218162008,1.79
20240218163008,1.52
20240218164008,1.37
20240218165008,0.78
20240305090008,0
20240305091008,0
20240305092008,0
20240305093008,30.54
20240305094008,3.67
20240305095008,53.71
20240305100008,21.51
20240305101008,8.09
20240305102008,209.73
20240305103008,68.95
20240305104008,281.11
20240305105008,272.39
20240305110008,132.74
20240305111008,393.84
20240305112008,738.97
20240305113008,494.14
20240305114008,572.05
20240305115008,426.3
20240305120008,398.74
20240305121008,135.04
20240305122008,175.37
20240305123008,523.53
20240305124008,545.38
20240305125008,50.95
20240305130008,790.28
20240305131008,744.93
20240305132008,909.39
20240305133008,491.45
20240305134008,666.43
20240305135008,496.98
20240305140008,693.91
20240305141008,874.01
20240305142008,557.09
20240305143008,556.74
20240305144008,462.12
20240305145008,392.22
20240305150008,398.31
20240305151008,126.01
20240305152008,41.14
20240305153008,32.15
20240305154008,12.64
20240305155008,11.51
20240305160008,6.2
20240305161008,5.66
20240305162008,4.16
20240305163008,5.73
20240305164008,1.32
20240305165008,2.28
20240325090008,167.81
20240325091008,46.63
20240325092008,32.75
20240325093008,0
20240325094008,48.15
20240325095008,0
20240325100008,172.46
20240325101008,104.49
20240325102008,112.99
20240325103008,208.74
20240325104008,552.35
20240325105008,919.05
20240325110008,1139.11
20240325111008,1244.09
20240325112008,1285.17
20240325113008,1409.4
20240325114008,1358.06
20240325115008,1605.16
20240325120008,1576.43
20240325121008,1670.64
20240325122008,1699.66
20240325123008,1722.36
20240325124008,1661.0
20240325125008,1735.67
20240325130008,1690.25
20240325131008,1660.65
20240325132008,1423.2
20240325133008,1826.67
20240325134008,1779.27
20240325135008,1585.64
20240325140008,1409.66
20240325141008,1307.15
20240325142008,1143.24
20240325143008,780.55
20240325144008,350.36
20240325145008,80.44
20240325150008,19.82
20240325151008,29.05
20240325152008,18.25
20240325153008,16.71
20240325154008,12.47
20240325155008,14.47
20240325160008,16.29
20240325161008,17.48
20240325162008,10.66
20240325163008,3.98
20240325164008,3.95
20240325165008,3.05
20240518090008,0
20240518091008,54.97
20240518092008,0
20240518093008,147.35
20240518094008,53.95
20240518095008,48.13
20240518100008,292.86
20240518101008,178.23
20240518102008,258.71
20240518103008,239.92
20240518104008,493.84
20240518105008,174.77
20240518110008,220.29
20240518111008,76.5
20240518112008,80.66
20240518113008,444.15
20240518114008,524.26
20240518115008,310.08
20240518120008,973.65
20240518121008,1137.18
20240518122008,1077.55
20240518123008,910.51
20240518124008,722.52
20240518125008,597.56
20240518130008,500.8
20240518131008,611.84
20240518132008,341.38
20240518133008,197.85
20240518134008,8.33
20240518135008,1.73
20240518140008,8.79
20240518141008,9.33
20240518142008,16.71
20240518143008,18.29
20240518144008,37.24
20240518145008,35.41
20240518150008,31.3
20240518151008,22.96
20240518152008,20.69
20240518153008,13.43
20240518154008,9.16
20240518155008,10.62
20240518160008,9.63
20240518161008,16.48
20240518162008,17.29
20240518163008,7.57
20240518164008,5.5
20240518165008,3.65
20240526090008,7.03
20240526091008,0
20240526092008,45.81
20240526093008,190.24
20240526094008,107.63
20240526095008,65.0
20240526100008,40.33
20240526101008,0.44
20240526102008,0
20240526103008,0
20240526104008,0
20240526105008,0
20240526110008,0
20240526111008,11.11
20240526112008,22.94
20240526113008,48.7
20240526114008,67.98
20240526115008,81.79
20240526120008,77.07
20240526121008,74.35
20240526122008,76.93
20240526123008,55.93
20240526124008,48.85
20240526125008,31.92
20240526130008,23.99
20240526131008,19.67
20240526132008,11.54
20240526133008,17.97
20240526134008,9.4
20240526135008,11.51
20240526140008,19.73
20240526141008,22.48
20240526142008,20.39
20240526143008,23.14
20240526144008,25.48
20240526145008,26.9
20240526150008,13.46
20240526151008,15.9
20240526152008,16.15
20240526153008,11.92
20240526154008,9.89
20240526155008,10.62
20240526160008,11.72
20240526161008,12.71
20240526162008,9.35
20240526163008,6.4
20240526164008,4.58
20240526165008,5.16
20240529090008,207.86
20240529091008,116.84
20240529092008,195.15
20240529093008,269.06
20240529094008,290.19
20240529095008,20.97
20240529100008,0
20240529101008,17.13
20240529102008,82.45
20240529103008,0
20240529104008,65.7
20240529105008,215.12
20240529110008,74.34
20240529111008,168.05
20240529112008,146.92
20240529113008,180.97
20240529114008,70.78
20240529115008,358.36
20240529120008,186.56
20240529121008,284.86
20240529122008,393.2
20240529123008,247.92
20240529124008,684.18
20240529125008,645.96
20240529130008,501.14
20240529131008,423.47
20240529132008,240.11
20240529133008,194.62
20240529134008,308.38
20240529135008,109.09
20240529140008,104.02
20240529141008,135.06
20240529142008,131.13
20240529143008,87.75
20240529144008,59.72
20240529145008,39.48
20240529150008,37.4
20240529151008,29.84
20240529152008,27.89
20240529153008,25.76
20240529154008,11.68
20240529155008,13.84
20240529160008,10.92
20240529161008,7.66
20240529162008,8.41
20240529163008,6.01
20240529164008,4.22
20240529165008,2.55
20240607090008,6.77
20240607091008,0.78
20240607092008,0
20240607093008,55.73
20240607094008,311.28
20240607095008,65.81
20240607100008,86.58
20240607101008,0
20240607102008,0
20240607103008,0
20240607104008,45.42
20240607105008,253.53
20240607110008,279.19
20240607111008,83.71
20240607112008,231.68
20240607113008,237.84
20240607114008,1.31
20240607115008,105.64
20240607120008,28.27
20240607121008,192.1
20240607122008,117.98
20240607123008,255.47
20240607124008,369.44
20240607125008,309.49
20240607130008,285.99
20240607131008,185.72
20240607132008,141.58
20240607133008,260.46
20240607134008,94.01
20240607135008,30.12
20240607140008,21.1
20240607141008,12.2
20240607142008,4.93
20240607143008,5.77
20240607144008,8.92
20240607145008,3.35
20240607150008,0.79
20240607151008,2.54
20240607152008,1.55
20240607153008,2.33
20240607154008,3.62
20240607155008,3.69
20240607160008,2.42
20240607161008,1.85
20240607162008,1.51
20240607163008,1.29
20240607164008,1.3
20240607165008,1.03
20240613090008,11.16
20240613091008,24.53
20240613092008,29.35
20240613093008,39.54
20240613094008,46.47
20240613095008,41.96
20240613100008,68.11
20240613101008,101.69
20240613102008,224.5
20240613103008,208.31
20240613104008,68.67
20240613105008,51.01
20240613110008,88.23
20240613111008,100.14
20240613112008,218.29
20240613113008,496.17
20240613114008,708.06
20240613115008,809.31
20240613120008,786.81
20240613121008,660.02
20240613122008,340.6
20240613123008,609.06
20240613124008,894.37
20240613125008,1054.88
20240613130008,1246.42
20240613131008,1190.33
20240613132008,964.59
20240613133008,538.44
20240613134008,801.75
20240613135008,898.73
20240613140008,344.11
20240613141008,420.77
20240613142008,270.93
20240613143008,24.58
20240613144008,38.76
20240613145008,25.1
20240613150008,22.21
20240613151008,17.07
20240613152008,15.72
20240613153008,17.16
20240613154008,21.65
20240613155008,43.15
20240613160008,26.83
20240613161008,14.28
20240613162008,11.35
20240613163008,9.83
20240613164008,7.98
20240613165008,1.29
20240628090008,24.28
20240628091008,1.76
20240628092008,31.86
20240628093008,0
20240628094008,0
20240628095008,0
20240628100008,0
20240628101008,7.94
20240628102008,27.43
20240628103008,50.28
20240628104008,0
20240628105008,2.53
20240628110008,117.55
20240628111008,132.17
20240628112008,117.22
20240628113008,122.89
20240628114008,54.06
20240628115008,0
20240628120008,56.52
20240628121008,28.04
20240628122008,89.25
20240628123008,885.22
20240628124008,1408.32
20240628125008,1374.23
20240628130008,1353.03
20240628131008,1370.5
20240628132008,1326.04
20240628133008,1038.6
20240628134008,1118.23
20240628135008,1106.27
20240628140008,1104.91
20240628141008,440.95
20240628142008,163.31
20240628143008,0
20240628144008,0
20240628145008,0
20240628150008,10.06
20240628151008,1.12
20240628152008,0
20240628153008,0
20240628154008,0
20240628155008,0.12
20240628160008,0.76
20240628161008,2.31
20240628162008,1.11
20240628163008,1.01
20240628164008,0.58
20240628165008,0.13
20240705090008,7.43
20240705091008,0
20240705092008,0
20240705093008,0
20240705094008,11.23
20240705095008,19.11
20240705100008,17.94
20240705101008,14.62
20240705102008,45.47
20240705103008,32.3
20240705104008,30.23
20240705105008,0
20240705110008,34.18
20240705111008,0
20240705112008,0
20240705113008,95.49
20240705114008,16.64
20240705115008,19.29
20240705120008,4.24
20240705121008,54.97
20240705122008,691.82
20240705123008,1472.28
20240705124008,1508.77
20240705125008,1500.26
20240705130008,1511.01
20240705131008,1531.41
20240705132008,1487.39
20240705133008,1518.84
20240705134008,1476.55
20240705135008,1395.98
20240705140008,1396.84
20240705141008,1366.51
20240705142008,1017.51
20240705143008,21.21
20240705144008,42.1
20240705145008,29.42
20240705150008,41.1
20240705151008,36.16
20240705152008,16.95
20240705153008,26.81
20240705154008,0
20240705155008,0
20240705160008,3.63
20240705161008,0
20240705162008,1.33
20240705163008,5.66
20240705164008,4.87
20240705165008,2.05
20240709090008,17.24
20240709091008,6.05
20240709092008,2.78
20240709093008,7.88
20240709094008,21.49
20240709095008,17.5
20240709100008,29.19
20240709101008,31.03
20240709102008,133.84
20240709103008,94.26
20240709104008,50.73
20240709105008,36.3
20240709110008,60.25
20240709111008,46.55
20240709112008,0
20240709113008,5.62
20240709114008,0
20240709115008,6.8
20240709120008,75.97
20240709121008,21.15
20240709122008,1028.89
20240709123008,1431.73
20240709124008,1491.76
20240709125008,1455.63
20240709130008,1484.67
20240709131008,957.05
20240709132008,1196.56
20240709133008,1328.75
20240709134008,963.53
20240709135008,1390.38
20240709140008,1413.13
20240709141008,1034.51
20240709142008,978.88
20240709143008,362.7
20240709144008,353.93
20240709145008,180.74
20240709150008,69.28
20240709151008,0
20240709152008,0
20240709153008,113.89
20240709154008,0
20240709155008,31.47
20240709160008,86.98
20240709161008,30.81
20240709162008,28.83
20240709163008,21.23
20240709164008,20.27
20240709165008,14.09
20240715090008,44.19
20240715091008,60.95
20240715092008,85.0
20240715093008,80.82
20240715094008,42.68
20240715095008,0
20240715100008,0
20240715101008,6.8
20240715102008,0
20240715103008,55.59
20240715104008,0
20240715105008,0
20240715110008,0
20240715111008,62.08
20240715112008,44.46
20240715113008,0
20240715114008,39.97
20240715115008,38.85
20240715120008,80.47
20240715121008,667.17
20240715122008,1187.34
20240715123008,1325.78
20240715124008,1119.33
20240715125008,910.46
20240715130008,1379.78
20240715131008,1305.39
20240715132008,1042.57
20240715133008,1202.05
20240715134008,915.79
20240715135008,1119.82
20240715140008,1034.33
20240715141008,803.07
20240715142008,668.95
20240715143008,475.96
20240715144008,213.25
20240715145008,106.43
20240715150008,0
20240715151008,62.97
20240715152008,0
20240715153008,0
20240715154008,0
20240715155008,0
20240715160008,0
20240715161008,1.1
20240715162008,2.14
20240715163008,4.12
20240715164008,5.97
20240715165008,6.88
20240719090008,6.48
20240719091008,14.24
20240719092008,28.5
20240719093008,18.04
20240719094008,19.5
20240719095008,12.03
20240719100008,20.05
20240719101008,22.81
20240719102008,31.48
20240719103008,37.79
20240719104008,23.92
20240719105008,20.76
20240719110008,23.19
20240719111008,15.09
20240719112008,37.74
20240719113008,34.0
20240719114008,55.31
20240719115008,19.59
20240719120008,350.14
20240719121008,1459.53
20240719122008,1520.41
20240719123008,1527.72
20240719124008,1505.86
20240719125008,1497.09
20240719130008,1471.82
20240719131008,1477.7
20240719132008,1462.97
20240719133008,1463.64
20240719134008,1470.83
20240719135008,1435.98
20240719140008,1334.45
20240719141008,1269.56
20240719142008,1240.0
20240719143008,665.57
20240719144008,88.69
20240719145008,154.36
20240719150008,189.92
20240719151008,80.91
20240719152008,112.2
20240719153008,34.87
20240719154008,32.4
20240719155008,0
20240719160008,2.88
20240719161008,0.9
20240719162008,10.12
20240719163008,24.44
20240719164008,12.1
20240719165008,5.1
20240309090009,52.28
20240309091009,68.54
20240309092009,34.54
20240309093009,70.43
20240309094009,29.9
20240309095009,2.91
20240309100009,115.42
20240309101009,87.61
20240309102009,33.23
20240309103009,17.98
20240309104009,62.25
20240309105009,250.55
20240309110009,106.11
20240309111009,82.17
20240309112009,94.23
20240309113009,56.5
20240309114009,28.6
20240309115009,16.02
20240309120009,29.66
20240309121009,39.51
20240309122009,99.75
20240309123009,36.93
20240309124009,16.04
20240309125009,4.2
20240309130009,1.51
20240309131009,3.48
20240309132009,1.03
20240309133009,0
20240309134009,1.04
20240309135009,0.81
20240309140009,1.69
20240309141009,0
20240309142009,1.77
20240309143009,1.37
20240309144009,3.16
20240309145009,4.0
20240309150009,1.4
20240309151009,0
20240309152009,0
20240309153009,2.2
20240309154009,3.79
20240309155009,3.71
20240309160009,1.96
20240309161009,2.0
20240309162009,0.95
20240309163009,0.68
20240309164009,0.19
20240309165009,0.86
20240314090009,1.09
20240314091009,0.86
20240314092009,0.11
20240314093009,0
20240314094009,0
20240314095009,0
20240314100009,3.53
20240314101009,0.32
20240314102009,0.35
20240314103009,7.31
20240314104009,10.66
20240314105009,31.78
20240314110009,76.62
20240314111009,77.87
20240314112009,14.71
20240314113009,20.75
20240314114009,25.34
20240314115009,23.79
20240314120009,22.12
20240314121009,13.3
20240314122009,7.07
20240314123009,4.34
20240314124009,7.36
20240314125009,13.16
20240314130009,12.28
20240314131009,10.0
20240314132009,13.2
20240314133009,22.74
20240314134009,27.26
20240314135009,37.04
20240314140009,94.31
20240314141009,93.77
20240314142009,46.0
20240314143009,26.46
20240314144009,138.02
20240314145009,216.83
20240314150009,86.16
20240314151009,62.23
20240314152009,44.27
20240314153009,82.62
20240314154009,42.17
20240314155009,7.52
20240314160009,0
20240314161009,0
20240314162009,1.78
20240314163009,1.74
20240314164009,0
20240314165009,0.7
20240414090009,112.57
20240414091009,488.37
20240414092009,779.05
20240414093009,935.69
20240414094009,929.3
20240414095009,958.84
20240414100009,870.33
20240414101009,777.52
20240414102009,1065.38
20240414103009,1089.69
20240414104009,1098.3
20240414105009,1223.42
20240414110009,1297.41
20240414111009,1177.5
20240414112009,1014.31
20240414113009,1112.75
20240414114009,942.56
20240414115009,818.53
20240414120009,702.64
20240414121009,606.76
20240414122009,169.84
20240414123009,295.37
20240414124009,225.85
20240414125009,102.58
20240414130009,384.0
20240414131009,189.96
20240414132009,90.7
20240414133009,54.02
20240414134009,129.5
20240414135009,130.18
20240414140009,47.45
20240414141009,36.48
20240414142009,12.24
20240414143009,11.56
20240414144009,9.34
20240414145009,29.5
20240414150009,25.94
20240414151009,25.31
20240414152009,14.73
20240414153009,7.33
20240414154009,8.96
20240414155009,4.52
20240414160009,7.31
20240414161009,12.47
20240414162009,8.1
20240414163009,4.98
20240414164009,3.46
20240414165009,3.07
20240506090009,142.82
20240506091009,593.1
20240506092009,737.92
20240506093009,759.62
20240506094009,883.06
20240506095009,909.56
20240506100009,977.4
20240506101009,960.1
20240506102009,1020.53
20240506103009,1055.43
20240506104009,1023.74
20240506105009,802.01
20240506110009,699.02
20240506111009,734.69
20240506112009,710.22
20240506113009,652.6
20240506114009,518.33
20240506115009,498.57
20240506120009,479.77
20240506121009,442.2
20240506122009,411.8
20240506123009,222.43
20240506124009,286.03
20240506125009,160.35
20240506130009,179.22
20240506131009,262.22
20240506132009,220.57
20240506133009,94.82
20240506134009,67.36
20240506135009,177.85
20240506140009,74.18
20240506141009,0
20240506142009,81.96
20240506143009,17.51
20240506144009,0
20240506145009,0
20240506150009,13.16
20240506151009,0
20240506152009,21.99
20240506153009,0
20240506154009,0
20240506155009,0
20240506160009,1.53
20240506161009,3.99
20240506162009,1.81
20240506163009,3.52
20240506164009,2.52
20240506165009,3.35
20240526090009,5.44
20240526091009,27.46
20240526092009,168.59
20240526093009,502.18
20240526094009,279.63
20240526095009,205.52
20240526100009,131.1
20240526101009,59.0
20240526102009,3.99
20240526103009,0
20240526104009,7.45
20240526105009,23.34
20240526110009,30.81
20240526111009,48.24
20240526112009,12.94
20240526113009,18.31
20240526114009,25.93
20240526115009,49.16
20240526120009,49.79
20240526121009,62.63
20240526122009,56.69
20240526123009,43.93
20240526124009,37.44
20240526125009,20.25
20240526130009,4.42
20240526131009,7.01
20240526132009,7.07
20240526133009,9.99
20240526134009,10.03
20240526135009,11.2
20240526140009,15.25
20240526141009,17.11
20240526142009,13.08
20240526143009,16.59
20240526144009,17.28
20240526145009,14.04
20240526150009,10.15
20240526151009,13.96
20240526152009,13.5
20240526153009,9.1
20240526154009,8.5
20240526155009,7.64
20240526160009,8.08
20240526161009,9.6
20240526162009,6.18
20240526163009,3.65
20240526164009,2.03
20240526165009,3.64
20240614090009,10.71
20240614091009,23.15
20240614092009,26.95
20240614093009,27.81
20240614094009,23.74
20240614095009,24.42
20240614100009,35.2
20240614101009,47.36
20240614102009,68.83
20240614103009,161.64
20240614104009,110.27
20240614105009,150.99
20240614110009,341.36
20240614111009,273.01
20240614112009,61.74
20240614113009,27.69
20240614114009,10.79
20240614115009,9.26
20240614120009,28.65
20240614121009,71.79
20240614122009,73.96
20240614123009,148.77
20240614124009,121.93
20240614125009,135.15
20240614130009,56.82
20240614131009,25.51
20240614132009,107.92
20240614133009,40.09
20240614134009,0
20240614135009,0
20240614140009,0
20240614141009,26.68
20240614142009,21.09
20240614143009,17.96
20240614144009,20.37
20240614145009,9.93
20240614150009,11.13
20240614151009,13.47
20240614152009,16.51
20240614153009,9.79
20240614154009,8.49
20240614155009,4.97
20240614160009,4.12
20240614161009,2.9
20240614162009,3.48
20240614163009,3.48
20240614164009,1.13
20240614165009,0.01
20240621090009,229.52
20240621091009,11.41
20240621092009,53.75
20240621093009,133.18
20240621094009,3.21
20240621095009,146.73
20240621100009,362.16
20240621101009,813.72
20240621102009,765.19
20240621103009,893.35
20240621104009,975.54
20240621105009,912.69
20240621110009,246.67
20240621111009,239.62
20240621112009,387.84
20240621113009,339.76
20240621114009,260.81
20240621115009,372.15
20240621120009,967.04
20240621121009,799.71
20240621122009,358.4
20240621123009,402.71
20240621124009,328.29
20240621125009,239.17
20240621130009,177.56
20240621131009,151.55
20240621132009,94.41
20240621133009,35.37
20240621134009,60.48
20240621135009,0
20240621140009,30.59
20240621141009,74.62
20240621142009,77.36
20240621143009,42.13
20240621144009,0.58
20240621145009,0
20240621150009,0
20240621151009,0
20240621152009,0
20240621153009,3.75
20240621154009,4.03
20240621155009,4.51
20240621160009,8.5
20240621161009,3.96
20240621162009,1.75
20240621163009,2.48
20240621164009,1.38
20240621165009,1.41
20240628090009,41.55
20240628091009,13.4
20240628092009,56.26
20240628093009,6.3
20240628094009,0
20240628095009,13.73
20240628100009,187.31
20240628101009,492.29
20240628102009,493.72
20240628103009,582.63
20240628104009,665.5
20240628105009,639.25
20240628110009,470.13
20240628111009,105.5
20240628112009,126.92
20240628113009,79.21
20240628114009,21.3
20240628115009,0
20240628120009,3.16
20240628121009,7.06
20240628122009,29.21
20240628123009,22.86
20240628124009,22.49
20240628125009,30.05
20240628130009,25.2
20240628131009,16.86
20240628132009,22.34
20240628133009,36.59
20240628134009,65.33
20240628135009,47.18
20240628140009,42.98
20240628141009,48.25
20240628142009,0
20240628143009,0
20240628144009,0
20240628145009,0
20240628150009,0
20240628151009,0
20240628152009,0
20240628153009,0
20240628154009,0
20240628155009,0.4
20240628160009,0.2
20240628161009,1.8
20240628162009,1.13
20240628163009,0.54
20240628164009,0.06
20240628165009,0
20240717090009,18.15
20240717091009,29.67
20240717092009,767.79
20240717093009,1149.34
20240717094009,1124.06
20240717095009,1180.69
20240717100009,1168.99
20240717101009,1156.03
20240717102009,1179.51
20240717103009,989.7
20240717104009,987.79
20240717105009,1098.91
20240717110009,1275.21
20240717111009,1287.85
20240717112009,1072.13
20240717113009,500.78
20240717114009,16.65
20240717115009,1.31
20240717120009,0
20240717121009,8.92
20240717122009,2.72
20240717123009,0
20240717124009,10.21
20240717125009,10.19
20240717130009,5.85
20240717131009,11.15
20240717132009,13.82
20240717133009,14.95
20240717134009,14.88
20240717135009,0
20240717140009,0
20240717141009,15.64
20240717142009,12.71
20240717143009,4.79
20240717144009,9.57
20240717145009,81.84
20240717150009,2.33
20240717151009,10.03
20240717152009,97.97
20240717153009,41.89
20240717154009,0
20240717155009,2.61
20240717160009,19.36
20240717161009,8.64
20240717162009,8.0
20240717163009,4.98
20240717164009,0.62
20240717165009,0.16
20240316090010,329.21
20240316091010,399.08
20240316092010,351.73
20240316093010,272.53
20240316094010,275.17
20240316095010,245.78
20240316100010,332.84
20240316101010,401.64
20240316102010,452.8
20240316103010,423.69
20240316104010,459.24
20240316105010,510.89
20240316110010,537.03
20240316111010,441.67
20240316112010,417.69
20240316113010,394.82
20240316114010,428.9
20240316115010,740.76
20240316120010,956.41
20240316121010,1076.75
20240316122010,1297.55
20240316123010,1196.53
20240316124010,982.43
20240316125010,695.51
20240316130010,950.07
20240316131010,1038.75
20240316132010,987.08
20240316133010,1316.42
20240316134010,1304.7
20240316135010,934.89
20240316140010,1195.69
20240316141010,732.17
20240316142010,393.54
20240316143010,275.82
20240316144010,237.9
20240316145010,239.27
20240316150010,126.77
20240316151010,39.49
20240316152010,21.48
20240316153010,20.85
20240316154010,17.74
20240316155010,14.34
20240316160010,4.46
20240316161010,5.57
20240316162010,2.89
20240316163010,3.53
20240316164010,2.38
20240316165010,1.08
