LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction,angle,story,DNI,DHI
6,2024-05-19 15:04:00,322.51,170.51,274.68,45.06,1.0,2.8,27.0,75.87,208,5,211.75,26.73
6,2024-05-19 15:05:00,284.48,169.64,274.76,44.84,1.0,2.8,27.0,75.87,208,5,211.45,26.68
6,2024-05-19 15:06:00,253.97,168.76,274.85,44.61,1.0,2.8,27.0,75.87,208,5,211.15,26.62
6,2024-05-19 15:07:00,241.74,167.88,274.93,44.38,1.0,2.8,27.0,75.87,208,5,210.85,26.56
6,2024-05-19 15:08:00,227.08,167.01,275.01,44.15,1.0,2.8,27.0,75.87,208,5,210.54,26.5
6,2024-05-19 15:09:00,218.32,166.14,275.09,43.93,1.0,2.8,27.0,75.87,208,5,210.24,26.45
6,2024-05-19 15:10:00,209.52,165.26,275.17,43.7,1.02,2.9,27.2,79.15,208,5,209.94,26.39
6,2024-05-19 15:11:00,200.27,164.38,275.26,43.47,1.02,2.9,27.2,79.15,208,5,209.64,26.33
6,2024-05-19 15:12:00,191.18,163.51,275.34,43.25,1.02,2.9,27.2,79.15,208,5,209.34,26.28
6,2024-05-19 15:13:00,182.1,162.63,275.42,43.02,1.02,2.9,27.2,79.15,208,5,209.04,26.22
6,2024-05-19 15:14:00,174.17,161.76,275.5,42.79,1.02,2.9,27.2,79.15,208,5,208.74,26.16
6,2024-05-19 15:15:00,168.58,160.88,275.58,42.56,1.02,2.9,27.2,79.15,208,5,208.44,26.1
6,2024-05-19 15:16:00,165.6,160.0,275.66,42.34,1.02,2.9,27.2,79.15,208,5,208.13,26.05
6,2024-05-19 15:17:00,166.32,159.13,275.75,42.11,1.02,2.9,27.2,79.15,208,5,207.83,25.99
6,2024-05-19 15:18:00,171.04,158.25,275.83,41.88,1.02,2.9,27.2,79.15,208,5,207.53,25.93
6,2024-05-19 15:19:00,174.32,157.38,275.91,41.66,1.02,2.9,27.2,79.15,208,5,207.23,25.88
6,2024-05-19 15:20:00,179.25,156.5,275.99,41.43,1.05,3.0,27.6,83.08,208,5,206.93,25.82
6,2024-05-19 15:21:00,185.83,155.62,276.07,41.2,1.05,3.0,27.6,83.08,208,5,206.63,25.76
6,2024-05-19 15:22:00,196.76,154.75,276.15,40.97,1.05,3.0,27.6,83.08,208,5,206.33,25.71
6,2024-05-19 15:23:00,193.96,153.88,276.23,40.75,1.05,3.0,27.6,83.08,208,5,206.02,25.65
6,2024-05-19 15:24:00,187.65,153.0,276.31,40.52,1.05,3.0,27.6,83.08,208,5,205.72,25.59
6,2024-05-19 15:25:00,180.25,152.12,276.39,40.29,1.05,3.0,27.6,83.08,208,5,205.42,25.54
6,2024-05-19 15:26:00,182.95,151.25,276.47,40.07,1.05,3.0,27.6,83.08,208,5,205.12,25.48
6,2024-05-19 15:27:00,186.44,150.38,276.55,39.84,1.05,3.0,27.6,83.08,208,5,204.82,25.42
6,2024-05-19 15:28:00,191.33,149.5,276.63,39.61,1.05,3.0,27.6,83.08,208,5,204.51,25.36
6,2024-05-19 15:29:00,188.31,148.62,276.71,39.39,1.05,3.0,27.6,83.08,208,5,204.21,25.31
6,2024-05-19 15:30:00,182.6,147.75,276.79,39.16,1.08,3.0,27.3,82.17,208,5,203.91,25.25
6,2024-05-19 15:31:00,176.58,146.82,276.87,38.93,1.08,3.0,27.3,82.17,208,5,203.52,25.18
6,2024-05-19 15:32:00,173.68,145.88,276.95,38.71,1.08,3.0,27.3,82.17,208,5,203.12,25.11
6,2024-05-19 15:33:00,171.53,144.94,277.03,38.48,1.08,3.0,27.3,82.17,208,5,202.73,25.04
6,2024-05-19 15:34:00,173.33,144.01,277.11,38.25,1.08,3.0,27.3,82.17,208,5,202.33,24.97
6,2024-05-19 15:35:00,187.65,143.07,277.19,38.03,1.08,3.0,27.3,82.17,208,5,201.94,24.9
6,2024-05-19 15:36:00,219.59,142.14,277.27,37.8,1.08,3.0,27.3,82.17,208,5,201.55,24.84
6,2024-05-19 15:37:00,252.67,141.21,277.35,37.57,1.08,3.0,27.3,82.17,208,5,201.15,24.77
6,2024-05-19 15:38:00,280.49,140.27,277.43,37.35,1.08,3.0,27.3,82.17,208,5,200.76,24.7
6,2024-05-19 15:39:00,318.06,139.34,277.51,37.12,1.08,3.0,27.3,82.17,208,5,200.36,24.63
6,2024-05-19 15:40:00,341.25,138.4,277.59,36.9,1.1,2.7,27.2,73.71,208,5,199.97,24.56
6,2024-05-19 15:41:00,338.24,137.47,277.66,36.67,1.1,2.7,27.2,73.71,208,5,199.58,24.49
6,2024-05-19 15:42:00,371.1,136.53,277.74,36.44,1.1,2.7,27.2,73.71,208,5,199.18,24.42
6,2024-05-19 15:43:00,404.67,135.6,277.82,36.22,1.1,2.7,27.2,73.71,208,5,198.78,24.35
6,2024-05-19 15:44:00,431.93,134.66,277.9,35.99,1.1,2.7,27.2,73.71,208,5,198.39,24.28
6,2024-05-19 15:45:00,455.24,133.73,277.98,35.77,1.1,2.7,27.2,73.71,208,5,198.0,24.22
6,2024-05-19 15:46:00,452.23,132.8,278.06,35.54,1.1,2.7,27.2,73.71,208,5,197.6,24.15
6,2024-05-19 15:47:00,478.11,131.86,278.14,35.31,1.1,2.7,27.2,73.71,208,5,197.2,24.08
6,2024-05-19 15:48:00,493.58,130.93,278.22,35.09,1.1,2.7,27.2,73.71,208,5,196.81,24.01
6,2024-05-19 15:49:00,399.9,129.99,278.3,34.86,1.1,2.7,27.2,73.71,208,5,196.42,23.94
6,2024-05-19 15:50:00,396.49,129.06,278.37,34.64,1.12,2.5,27.2,68.27,208,5,196.02,23.87
6,2024-05-19 15:51:00,362.85,128.12,278.45,34.41,1.12,2.5,27.2,68.27,208,5,195.63,23.8
6,2024-05-19 15:52:00,428.85,127.19,278.53,34.18,1.12,2.5,27.2,68.27,208,5,195.23,23.73
6,2024-05-19 15:53:00,355.25,126.26,278.61,33.96,1.12,2.5,27.2,68.27,208,5,194.84,23.66
6,2024-05-19 15:54:00,318.39,125.32,278.69,33.73,1.12,2.5,27.2,68.27,208,5,194.44,23.59
6,2024-05-19 15:55:00,284.67,124.38,278.77,33.51,1.12,2.5,27.2,68.27,208,5,194.05,23.52
6,2024-05-19 15:56:00,249.78,123.45,278.85,33.28,1.12,2.5,27.2,68.27,208,5,193.66,23.46
6,2024-05-19 15:57:00,220.25,122.52,278.93,33.06,1.12,2.5,27.2,68.27,208,5,193.26,23.39
6,2024-05-19 15:58:00,198.23,121.58,279.0,32.83,1.12,2.5,27.2,68.27,208,5,192.87,23.32
6,2024-05-19 15:59:00,177.47,120.64,279.08,32.61,1.12,2.5,27.2,68.27,208,5,192.47,23.25
6,2024-05-19 16:00:00,161.57,119.71,279.16,32.38,1.15,2.4,27.2,65.55,208,5,192.08,23.18
6,2024-05-19 16:01:00,154.98,118.74,279.24,32.16,1.15,2.4,27.2,65.55,208,5,191.55,23.1
6,2024-05-19 16:02:00,154.88,117.78,279.32,31.93,1.15,2.4,27.2,65.55,208,5,191.03,23.01
6,2024-05-19 16:03:00,155.21,116.81,279.4,31.71,1.15,2.4,27.2,65.55,208,5,190.5,22.93
6,2024-05-19 16:04:00,157.48,115.84,279.48,31.48,1.15,2.4,27.2,65.55,208,5,189.97,22.84
6,2024-05-19 16:05:00,154.74,114.88,279.56,31.26,1.15,2.4,27.2,65.55,208,5,189.44,22.76
6,2024-05-19 16:06:00,146.67,113.91,279.63,31.03,1.15,2.4,27.2,65.55,208,5,188.92,22.68
6,2024-05-19 16:07:00,133.06,112.94,279.71,30.81,1.15,2.4,27.2,65.55,208,5,188.39,22.59
6,2024-05-19 16:08:00,113.8,111.97,279.79,30.58,1.15,2.4,27.2,65.55,208,5,187.86,22.51
6,2024-05-19 16:09:00,92.34,111.01,279.87,30.36,1.15,2.4,27.2,65.55,208,5,187.34,22.42
6,2024-05-19 16:10:00,72.96,110.04,279.95,30.13,1.07,2.1,27.3,57.6,208,5,186.81,22.34
6,2024-05-19 16:11:00,59.33,109.07,280.03,29.91,1.07,2.1,27.3,57.6,208,5,186.28,22.26
6,2024-05-19 16:12:00,50.87,108.1,280.11,29.68,1.07,2.1,27.3,57.6,208,5,185.75,22.17
6,2024-05-19 16:13:00,48.31,107.14,280.19,29.46,1.07,2.1,27.3,57.6,208,5,185.23,22.08
6,2024-05-19 16:14:00,54.51,106.17,280.27,29.23,1.07,2.1,27.3,57.6,208,5,184.7,22.0
6,2024-05-19 16:15:00,69.58,105.2,280.34,29.01,1.07,2.1,27.3,57.6,208,5,184.17,21.92
6,2024-05-19 16:16:00,86.23,104.23,280.42,28.78,1.07,2.1,27.3,57.6,208,5,183.64,21.83
6,2024-05-19 16:17:00,90.89,103.26,280.5,28.56,1.07,2.1,27.3,57.6,208,5,183.11,21.74
6,2024-05-19 16:18:00,92.16,102.3,280.58,28.34,1.07,2.1,27.3,57.6,208,5,182.59,21.66
6,2024-05-19 16:19:00,92.09,101.33,280.66,28.11,1.07,2.1,27.3,57.6,208,5,182.06,21.58
6,2024-05-19 16:20:00,92.27,100.36,280.74,27.89,0.98,1.8,27.3,49.41,208,5,181.53,21.49
6,2024-05-19 16:21:00,92.52,99.39,280.82,27.66,0.98,1.8,27.3,49.41,208,5,181.0,21.41
6,2024-05-19 16:22:00,80.4,98.43,280.9,27.44,0.98,1.8,27.3,49.41,208,5,180.48,21.32
6,2024-05-19 16:23:00,78.45,97.46,280.98,27.22,0.98,1.8,27.3,49.41,208,5,179.95,21.24
6,2024-05-19 16:24:00,73.06,96.49,281.06,26.99,0.98,1.8,27.3,49.41,208,5,179.42,21.15
6,2024-05-19 16:25:00,76.19,95.52,281.14,26.77,0.98,1.8,27.3,49.41,208,5,178.9,21.07
6,2024-05-19 16:26:00,69.2,94.56,281.22,26.54,0.98,1.8,27.3,49.41,208,5,178.37,20.99
6,2024-05-19 16:27:00,67.76,93.59,281.3,26.32,0.98,1.8,27.3,49.41,208,5,177.84,20.9
6,2024-05-19 16:28:00,67.39,92.62,281.38,26.1,0.98,1.8,27.3,49.41,208,5,177.31,20.82
6,2024-05-19 16:29:00,65.51,91.66,281.46,25.87,0.98,1.8,27.3,49.41,208,5,176.79,20.73
6,2024-05-19 16:30:00,61.86,90.69,281.54,25.65,0.9,1.6,27.1,43.63,208,5,176.26,20.65
6,2024-05-19 16:31:00,57.6,89.72,281.62,25.43,0.9,1.6,27.1,43.63,208,5,175.52,20.54
6,2024-05-19 16:32:00,54.04,88.75,281.69,25.2,0.9,1.6,27.1,43.63,208,5,174.79,20.44
6,2024-05-19 16:33:00,49.5,87.79,281.78,24.98,0.9,1.6,27.1,43.63,208,5,174.05,20.34
6,2024-05-19 16:34:00,44.09,86.82,281.86,24.76,0.9,1.6,27.1,43.63,208,5,173.31,20.23
6,2024-05-19 16:35:00,40.56,85.85,281.94,24.53,0.9,1.6,27.1,43.63,208,5,172.58,20.12
6,2024-05-19 16:36:00,36.89,84.88,282.02,24.31,0.9,1.6,27.1,43.63,208,5,171.84,20.02
6,2024-05-19 16:37:00,34.17,83.91,282.1,24.09,0.9,1.6,27.1,43.63,208,5,171.1,19.92
6,2024-05-19 16:38:00,31.69,82.95,282.18,23.86,0.9,1.6,27.1,43.63,208,5,170.36,19.81
6,2024-05-19 16:39:00,28.93,81.98,282.26,23.64,0.9,1.6,27.1,43.63,208,5,169.63,19.71
6,2024-05-19 16:40:00,25.4,81.01,282.34,23.42,0.82,1.4,27.3,38.49,208,5,168.89,19.6
6,2024-05-19 16:41:00,20.55,80.04,282.42,23.2,0.82,1.4,27.3,38.49,208,5,168.15,19.5
6,2024-05-19 16:42:00,18.0,79.07,282.5,22.97,0.82,1.4,27.3,38.49,208,5,167.42,19.39
6,2024-05-19 16:43:00,17.65,78.1,282.58,22.75,0.82,1.4,27.3,38.49,208,5,166.68,19.29
6,2024-05-19 16:44:00,18.5,77.13,282.66,22.53,0.82,1.4,27.3,38.49,208,5,165.94,19.18
6,2024-05-19 16:45:00,19.74,76.16,282.74,22.31,0.82,1.4,27.3,38.49,208,5,165.2,19.08
6,2024-05-19 16:46:00,21.56,75.2,282.82,22.08,0.82,1.4,27.3,38.49,208,5,164.47,18.98
6,2024-05-19 16:47:00,23.83,74.23,282.9,21.86,0.82,1.4,27.3,38.49,208,5,163.73,18.87
6,2024-05-19 16:48:00,25.69,73.26,282.99,21.64,0.82,1.4,27.3,38.49,208,5,162.99,18.77
6,2024-05-19 16:49:00,25.69,72.29,283.07,21.42,0.82,1.4,27.3,38.49,208,5,162.26,18.66
6,2024-05-19 16:50:00,24.63,71.32,283.15,21.2,0.73,1.3,27.2,35.63,208,5,161.52,18.56
6,2024-05-19 16:51:00,23.61,70.35,283.23,20.97,0.73,1.3,27.2,35.63,208,5,160.78,18.45
6,2024-05-19 16:52:00,22.55,69.38,283.31,20.75,0.73,1.3,27.2,35.63,208,5,160.05,18.35
6,2024-05-19 16:53:00,21.47,68.42,283.39,20.53,0.73,1.3,27.2,35.63,208,5,159.31,18.24
6,2024-05-19 16:54:00,19.71,67.45,283.48,20.31,0.73,1.3,27.2,35.63,208,5,158.57,18.14
6,2024-05-19 16:55:00,18.53,66.48,283.56,20.09,0.73,1.3,27.2,35.63,208,5,157.84,18.04
6,2024-05-19 16:56:00,17.73,65.51,283.64,19.87,0.73,1.3,27.2,35.63,208,5,157.1,17.93
6,2024-05-19 16:57:00,16.97,64.54,283.72,19.64,0.73,1.3,27.2,35.63,208,5,156.36,17.82
6,2024-05-19 16:58:00,16.16,63.58,283.81,19.42,0.73,1.3,27.2,35.63,208,5,155.62,17.72
6,2024-05-19 16:59:00,15.78,62.61,283.89,19.2,0.73,1.3,27.2,35.63,208,5,154.89,17.62
6,2024-05-19 17:00:00,15.17,61.64,283.97,18.98,0.65,1.1,27.4,30.41,208,5,154.15,17.51
6,2024-05-19 17:01:00,15.21,60.71,284.05,18.76,0.65,1.1,27.4,30.41,208,5,153.04,17.37
6,2024-05-19 17:02:00,15.1,59.79,284.14,18.54,0.65,1.1,27.4,30.41,208,5,151.92,17.24
6,2024-05-19 17:03:00,14.44,58.86,284.22,18.32,0.65,1.1,27.4,30.41,208,5,150.81,17.1
6,2024-05-19 17:04:00,14.16,57.94,284.3,18.1,0.65,1.1,27.4,30.41,208,5,149.69,16.97
6,2024-05-19 17:05:00,13.37,57.01,284.39,17.88,0.65,1.1,27.4,30.41,208,5,148.58,16.83
6,2024-05-19 17:06:00,12.85,56.08,284.47,17.66,0.65,1.1,27.4,30.41,208,5,147.47,16.69
6,2024-05-19 17:07:00,12.72,55.16,284.55,17.44,0.65,1.1,27.4,30.41,208,5,146.35,16.56
6,2024-05-19 17:08:00,12.85,54.23,284.64,17.22,0.65,1.1,27.4,30.41,208,5,145.24,16.42
6,2024-05-19 17:09:00,12.72,53.31,284.72,17.0,0.65,1.1,27.4,30.41,208,5,144.12,16.29
6,2024-05-19 17:10:00,12.51,52.38,284.81,16.78,0.57,0.9,26.9,24.48,208,5,143.01,16.15
6,2024-05-19 17:11:00,11.99,51.46,284.89,16.56,0.57,0.9,26.9,24.48,208,5,141.9,16.02
6,2024-05-19 17:12:00,11.3,50.53,284.97,16.34,0.57,0.9,26.9,24.48,208,5,140.78,15.88
6,2024-05-19 17:13:00,11.07,49.6,285.06,16.12,0.57,0.9,26.9,24.48,208,5,139.67,15.74
6,2024-05-19 17:14:00,10.58,48.68,285.14,15.9,0.57,0.9,26.9,24.48,208,5,138.56,15.61
6,2024-05-19 17:15:00,10.48,47.76,285.23,15.68,0.57,0.9,26.9,24.48,208,5,137.44,15.48
6,2024-05-19 17:16:00,10.0,46.83,285.31,15.46,0.57,0.9,26.9,24.48,208,5,136.33,15.34
6,2024-05-19 17:17:00,9.82,45.9,285.4,15.24,0.57,0.9,26.9,24.48,208,5,135.22,15.2
6,2024-05-19 17:18:00,9.22,44.98,285.48,15.02,0.57,0.9,26.9,24.48,208,5,134.11,15.07
6,2024-05-19 17:19:00,8.57,44.06,285.57,14.8,0.57,0.9,26.9,24.48,208,5,132.99,14.94
6,2024-05-19 17:20:00,8.02,43.13,285.65,14.58,0.49,0.7,26.8,19.03,208,5,131.88,14.8
6,2024-05-19 17:21:00,7.38,42.2,285.74,14.36,0.49,0.7,26.8,19.03,208,5,130.77,14.66
6,2024-05-19 17:22:00,6.7,41.28,285.83,14.14,0.49,0.7,26.8,19.03,208,5,129.65,14.53
6,2024-05-19 17:23:00,5.75,40.35,285.91,13.92,0.49,0.7,26.8,19.03,208,5,128.54,14.39
6,2024-05-19 17:24:00,5.19,39.43,286.0,13.71,0.49,0.7,26.8,19.03,208,5,127.42,14.26
6,2024-05-19 17:25:00,4.69,38.5,286.09,13.49,0.49,0.7,26.8,19.03,208,5,126.31,14.12
6,2024-05-19 17:26:00,4.22,37.57,286.17,13.27,0.49,0.7,26.8,19.03,208,5,125.2,13.98
6,2024-05-19 17:27:00,3.82,36.65,286.26,13.05,0.49,0.7,26.8,19.03,208,5,124.08,13.85
6,2024-05-19 17:28:00,3.48,35.72,286.35,12.83,0.49,0.7,26.8,19.03,208,5,122.97,13.71
6,2024-05-19 17:29:00,3.33,34.8,286.43,12.61,0.49,0.7,26.8,19.03,208,5,121.85,13.58
6,2024-05-19 17:30:00,3.06,33.87,286.52,12.4,0.42,0.6,26.7,16.29,208,5,120.74,13.44
6,2024-05-19 17:31:00,2.91,33.07,286.61,12.18,0.42,0.6,26.7,16.29,208,5,118.79,13.24
6,2024-05-19 17:32:00,2.61,32.27,286.7,11.96,0.42,0.6,26.7,16.29,208,5,116.84,13.05
6,2024-05-19 17:33:00,2.3,31.47,286.78,11.74,0.42,0.6,26.7,16.29,208,5,114.9,12.86
6,2024-05-19 17:34:00,1.98,30.67,286.87,11.53,0.42,0.6,26.7,16.29,208,5,112.95,12.66
6,2024-05-19 17:35:00,1.72,29.88,286.96,11.31,0.42,0.6,26.7,16.29,208,5,111.0,12.46
6,2024-05-19 17:36:00,1.65,29.08,287.05,11.09,0.42,0.6,26.7,16.29,208,5,109.05,12.27
6,2024-05-19 17:37:00,1.41,28.28,287.14,10.88,0.42,0.6,26.7,16.29,208,5,107.1,12.08
6,2024-05-19 17:38:00,1.36,27.48,287.23,10.66,0.42,0.6,26.7,16.29,208,5,105.16,11.88
6,2024-05-19 17:39:00,1.34,26.68,287.32,10.44,0.42,0.6,26.7,16.29,208,5,103.21,11.68
6,2024-05-19 17:40:00,1.33,25.88,287.41,10.23,0.34,0.5,26.8,13.67,208,5,101.26,11.49
6,2024-05-19 17:41:00,1.38,25.08,287.5,10.01,0.34,0.5,26.8,13.67,208,5,99.31,11.29
6,2024-05-19 17:42:00,1.42,24.28,287.59,9.8,0.34,0.5,26.8,13.67,208,5,97.36,11.1
6,2024-05-19 17:43:00,1.42,23.48,287.68,9.58,0.34,0.5,26.8,13.67,208,5,95.41,10.9
6,2024-05-19 17:44:00,1.41,22.68,287.77,9.36,0.34,0.5,26.8,13.67,208,5,93.46,10.71
6,2024-05-19 17:45:00,1.44,21.88,287.86,9.15,0.34,0.5,26.8,13.67,208,5,91.52,10.51
6,2024-05-19 17:46:00,1.38,21.08,287.95,8.93,0.34,0.5,26.8,13.67,208,5,89.57,10.31
6,2024-05-19 17:47:00,1.33,20.28,288.04,8.72,0.34,0.5,26.8,13.67,208,5,87.62,10.12
6,2024-05-19 17:48:00,1.2,19.48,288.13,8.5,0.34,0.5,26.8,13.67,208,5,85.67,9.92
6,2024-05-19 17:49:00,1.14,18.68,288.22,8.29,0.34,0.5,26.8,13.67,208,5,83.72,9.73
6,2024-05-19 17:50:00,0.96,17.88,288.31,8.08,0.26,0.4,26.5,10.86,208,5,81.77,9.53
6,2024-05-19 17:51:00,0.9,17.08,288.4,7.86,0.26,0.4,26.5,10.86,208,5,79.82,9.33
6,2024-05-19 17:52:00,0.78,16.28,288.5,7.65,0.26,0.4,26.5,10.86,208,5,77.87,9.14
6,2024-05-19 17:53:00,0.74,15.48,288.59,7.43,0.26,0.4,26.5,10.86,208,5,75.93,8.94
6,2024-05-19 17:54:00,0.71,14.68,288.68,7.22,0.26,0.4,26.5,10.86,208,5,73.98,8.75
6,2024-05-19 17:55:00,0.62,13.88,288.77,7.01,0.26,0.4,26.5,10.86,208,5,72.03,8.56
6,2024-05-19 17:56:00,0.6,13.09,288.87,6.79,0.26,0.4,26.5,10.86,208,5,70.08,8.36
6,2024-05-19 17:57:00,0.6,12.29,288.96,6.58,0.26,0.4,26.5,10.86,208,5,68.13,8.16
6,2024-05-19 17:58:00,0.57,11.49,289.05,6.37,0.26,0.4,26.5,10.86,208,5,66.19,7.97
6,2024-05-19 17:59:00,0.56,10.69,289.15,6.16,0.26,0.4,26.5,10.86,208,5,64.24,7.78
6,2024-05-19 18:00:00,0.54,9.89,289.24,5.95,0.18,0.2,26.7,5.61,208,5,62.29,7.58
6,2024-05-19 18:01:00,0.55,9.56,289.33,5.73,0.18,0.2,26.7,5.61,208,5,60.21,7.33
6,2024-05-19 18:02:00,0.5,9.23,289.43,5.52,0.18,0.2,26.7,5.61,208,5,58.14,7.07
6,2024-05-19 18:03:00,0.41,8.9,289.52,5.31,0.18,0.2,26.7,5.61,208,5,56.06,6.82
6,2024-05-19 18:04:00,0.38,8.57,289.62,5.1,0.18,0.2,26.7,5.61,208,5,53.99,6.57
6,2024-05-19 18:05:00,0.36,8.24,289.71,4.89,0.18,0.2,26.7,5.61,208,5,51.91,6.32
6,2024-05-19 18:06:00,0.39,7.91,289.81,4.68,0.18,0.2,26.7,5.61,208,5,49.83,6.06
6,2024-05-19 18:07:00,0.33,7.58,289.9,4.48,0.18,0.2,26.7,5.61,208,5,47.76,5.81
6,2024-05-19 18:08:00,0.4,7.25,290.0,4.27,0.18,0.2,26.7,5.61,208,5,45.68,5.56
6,2024-05-19 18:09:00,0.4,6.92,290.1,4.06,0.18,0.2,26.7,5.61,208,5,43.61,5.3
6,2024-05-19 18:10:00,0.32,6.59,290.19,3.85,0.15,0.2,26.4,5.54,208,5,41.53,5.05
6,2024-05-19 18:11:00,0.31,6.26,290.29,3.65,0.15,0.2,26.4,5.54,208,5,39.45,4.8
6,2024-05-19 18:12:00,0.28,5.93,290.39,3.44,0.15,0.2,26.4,5.54,208,5,37.38,4.55
6,2024-05-19 18:13:00,0.19,5.6,290.48,3.24,0.15,0.2,26.4,5.54,208,5,35.3,4.29
6,2024-05-19 18:14:00,0.12,5.27,290.58,3.03,0.15,0.2,26.4,5.54,208,5,33.22,4.04
6,2024-05-19 18:15:00,0.12,4.94,290.68,2.83,0.15,0.2,26.4,5.54,208,5,31.15,3.79
6,2024-05-19 18:16:00,0.11,4.62,290.78,2.63,0.15,0.2,26.4,5.54,208,5,29.07,3.54
6,2024-05-19 18:17:00,0.1,4.29,290.88,2.43,0.15,0.2,26.4,5.54,208,5,26.99,3.29
6,2024-05-19 18:18:00,0.09,3.96,290.98,2.23,0.15,0.2,26.4,5.54,208,5,24.91,3.03
6,2024-05-19 18:19:00,0.08,3.63,291.08,2.03,0.15,0.2,26.4,5.54,208,5,22.84,2.78
6,2024-05-19 18:20:00,0.08,3.3,291.17,1.83,0.12,0.1,26.6,2.93,208,5,20.76,2.53
6,2024-05-19 18:21:00,0.04,2.97,291.27,1.64,0.12,0.1,26.6,2.93,208,5,18.68,2.28
6,2024-05-19 18:22:00,0.04,2.64,291.37,1.44,0.12,0.1,26.6,2.93,208,5,16.61,2.02
6,2024-05-19 18:23:00,0.03,2.31,291.47,1.25,0.12,0.1,26.6,2.93,208,5,14.53,1.77
6,2024-05-19 18:24:00,0.03,1.98,291.57,1.06,0.12,0.1,26.6,2.93,208,5,12.46,1.52
6,2024-05-19 18:25:00,0.01,1.65,291.68,0.87,0.12,0.1,26.6,2.93,208,5,10.38,1.26
6,2024-05-19 18:26:00,0.02,1.32,291.78,0.69,0.12,0.1,26.6,2.93,208,5,8.3,1.01
6,2024-05-19 18:27:00,0.01,0.99,291.88,0.51,0.12,0.1,26.6,2.93,208,5,6.23,0.76
6,2024-05-19 18:28:00,0.01,0.66,291.98,0.33,0.12,0.1,26.6,2.93,208,5,4.15,0.51
6,2024-05-19 18:29:00,0.01,0.33,292.08,0.15,0.12,0.1,26.6,2.93,208,5,2.08,0.25
6,2024-05-20 05:11:00,0.02,4.78,67.82,0.16,0.06,0.0,24.0,0.24,208,5,27.06,3.17
6,2024-05-20 05:12:00,0.04,5.22,67.92,0.33,0.06,0.0,24.0,0.24,208,5,29.52,3.46
6,2024-05-20 05:13:00,0.04,5.65,68.02,0.52,0.06,0.0,24.0,0.24,208,5,31.98,3.75
6,2024-05-20 05:14:00,0.06,6.09,68.12,0.7,0.06,0.0,24.0,0.24,208,5,34.44,4.04
6,2024-05-20 05:15:00,0.08,6.52,68.23,0.88,0.06,0.0,24.0,0.24,208,5,36.89,4.32
6,2024-05-20 05:16:00,0.09,6.96,68.33,1.07,0.06,0.0,24.0,0.24,208,5,39.35,4.61
6,2024-05-20 05:17:00,0.09,7.4,68.43,1.26,0.06,0.0,24.0,0.24,208,5,41.81,4.9
6,2024-05-20 05:18:00,0.11,7.83,68.53,1.45,0.06,0.0,24.0,0.24,208,5,44.27,5.19
6,2024-05-20 05:19:00,0.13,8.26,68.63,1.65,0.06,0.0,24.0,0.24,208,5,46.73,5.48
6,2024-05-20 05:20:00,0.18,8.7,68.73,1.84,0.06,0.0,24.0,0.24,208,5,49.19,5.77
6,2024-05-20 05:21:00,0.18,9.14,68.82,2.04,0.06,0.0,24.0,0.24,208,5,51.65,6.06
6,2024-05-20 05:22:00,0.21,9.57,68.92,2.24,0.06,0.0,24.0,0.24,208,5,54.11,6.35
6,2024-05-20 05:23:00,0.27,10.0,69.02,2.44,0.06,0.0,24.0,0.24,208,5,56.57,6.63
6,2024-05-20 05:24:00,0.3,10.44,69.12,2.64,0.06,0.0,24.0,0.24,208,5,59.03,6.92
6,2024-05-20 05:25:00,0.36,10.88,69.22,2.84,0.06,0.0,24.0,0.24,208,5,61.49,7.21
6,2024-05-20 05:26:00,0.39,11.31,69.32,3.04,0.06,0.0,24.0,0.24,208,5,63.95,7.5
6,2024-05-20 05:27:00,0.44,11.74,69.41,3.25,0.06,0.0,24.0,0.24,208,5,66.41,7.79
6,2024-05-20 05:28:00,0.53,12.18,69.51,3.45,0.06,0.0,24.0,0.24,208,5,68.87,8.07
6,2024-05-20 05:29:00,0.55,12.62,69.61,3.66,0.06,0.0,24.0,0.24,208,5,71.33,8.36
6,2024-05-20 05:30:00,0.59,13.05,69.7,3.86,0.06,0.0,24.0,0.24,208,5,73.79,8.65
6,2024-05-20 05:31:00,0.71,13.88,69.8,4.07,0.06,0.0,24.0,0.24,208,5,75.56,8.83
6,2024-05-20 05:32:00,0.86,14.7,69.9,4.28,0.06,0.0,24.0,0.24,208,5,77.32,9.02
6,2024-05-20 05:33:00,0.9,15.53,69.99,4.49,0.06,0.0,24.0,0.24,208,5,79.09,9.2
6,2024-05-20 05:34:00,0.96,16.36,70.09,4.7,0.06,0.0,24.0,0.24,208,5,80.86,9.38
6,2024-05-20 05:35:00,1.14,17.19,70.18,4.9,0.06,0.0,24.0,0.24,208,5,82.62,9.57
6,2024-05-20 05:36:00,1.18,18.01,70.28,5.11,0.06,0.0,24.0,0.24,208,5,84.39,9.75
6,2024-05-20 05:37:00,1.36,18.84,70.37,5.32,0.06,0.0,24.0,0.24,208,5,86.16,9.93
6,2024-05-20 05:38:00,1.45,19.67,70.47,5.53,0.06,0.0,24.0,0.24,208,5,87.93,10.11
6,2024-05-20 05:39:00,1.63,20.49,70.56,5.75,0.06,0.0,24.0,0.24,208,5,89.69,10.3
